Title,Author,Year,Updated,Tags
"Love is in the air (first performance)","Sonja Thomsen",2010,"07/01/2015 - 13:01","multimodality, digital poetics, language – sound - picture relationship, sound and image, collaborative art, grid, non-linear, conceptual blending, interactive"
"10 Print ebooks","Mark Sample",2012,"10/26/2017 - 10:11","twitter, bot, markov chain, sharingplatform"
"The Mall as a Machine for Living","Matt Blackburn",2001,"07/01/2015 - 13:01","hypertext, e-poetry, HTML, responsive"
Whispering,"Sean Donohue",2001,"07/01/2015 - 13:01","video, e-poetry, Flash, audio, scheduled"
Falling,"Steve Duffy",2000,"07/01/2015 - 13:01","code, HTML, DHTML, javascript, responsive"
"Stein Times Nine","Brian Reed",2002,"07/01/2015 - 13:01","animated gif, static, scheduled"
"Web Warp & Weft","Helen Whitehead",2001,"07/01/2015 - 13:01","hypertext, e-poetry, HTML, javascript, audio, scheduled, textile, weaving"
"Lines of Life","Jody Zellen",2010,"07/01/2015 - 13:01","Flash, javascript, HTML, responsive"
Jeffrey,"Lewis LaCook",2002,"07/01/2015 - 13:01","multimedia, e-poetry, kinetic, Flash, audio"
Riddles,"Nick Montfort",2002,"07/01/2015 - 13:01","CGI, HTML, responsive, static"
Shadow,"Ted Warnell",2002,"07/01/2015 - 13:01","HTML, javascript, responsive"
"Random Paths","Jody Zellen",2001,"07/01/2015 - 13:01","hypertext, e-poetry, HTML, javascript"
"All the News that's Fit to Print","Jody Zellen",2006,"07/01/2015 - 13:01","news, HTML, javascript"
"Super Mario Clouds","Cory Arcangel",2002,"09/26/2019 - 14:45","nes, nintendo entertainment system, ROM, hack, video game, appropriation, 8-bit, game modification, game"
"Tomorrow's News Today","Jody Zellen",2005,"07/01/2015 - 13:01","multimedia, audio, news, Flash, javascript"
k0cHack0g0s,"Judy Malloy",2003,"07/01/2015 - 13:01",hypertext
"More Real than Now","Jody Zellen",2005,"07/01/2015 - 13:01","video, e-poetry, Flash, kinetic, scheduled"
Pause,"Jody Zellen",2006,"07/01/2015 - 13:01","drawing, kinetic, scheduled, Flash"
"Świadomość Hipertekstualna 1.0","Mark Amerika",2003,"07/01/2015 - 13:01","conceptual art, criticism, critifiction, hypertext"
"Seen Death","Jody Zellen",2007,"07/01/2015 - 13:01","news, 9/11, Flash, audio, kinetic, responsive"
"Hypertextual Consciousness 1.0","Mark Amerika",1995,"07/01/2015 - 13:01","critifiction, hypertext, criticism, conceptual art"
"Empty Thoughts for Real Life","Jody Zellen",2007,"07/01/2015 - 13:01","language, Flash, responsive"
CARNIVAL,"Steve McCaffery",1967,"07/01/2015 - 13:01","typewriter, concrete poetry, sound poetry"
"Strange Possessions","Todd Sanders",2002,"07/01/2015 - 13:01","elements, HTML, hypertext, image and text"
"Poem by Nari does Windows","Ted Warnell",2000,"10/06/2016 - 15:28","hypertext, windows, poetry, constraint, visual poetry"
"Four Letter Words","David Knoebel",2000,"07/01/2015 - 13:01","e-poetry, Java, audio, scheduled"
"The Body Politic","Jennifer Ley",1999,"07/01/2015 - 13:01","HTML, hypertext, poetry, cruelty, body"
Weave,"Thomas Bell",2002,"07/01/2015 - 13:01","e-poetry, hypertext, HTML, animated gif, scheduled, responsive"
"Gorgeous Oaks","Jason Nelson",2002,"07/01/2015 - 13:01","map, HTML, hypertext, responsive, static"
"6-string Aria","Bill Marsh",2002,"07/01/2015 - 13:01","video, Flash, audio, kinetic, scheduled"
"Aufschreibesysteme Green ghost echo","Brian Lennon",2003,"07/01/2015 - 13:01","static, e-poetry, HTML"
"Bean Project","Carolyn Black",2002,"07/01/2015 - 13:01","linear, hypertext, HTML, javascript, dreamweaver"
"Chu Ta","Thomas Bell",2003,"07/01/2015 - 13:01","animated gif, static, scheduled"
"In the Footsteps of the Father","Jennifer Ley",2002,"07/01/2015 - 13:01","e-poetry, hypertext, HTML, scheduled"
"Rude Little Song","Jim Andrews",2002,"07/01/2015 - 13:01","audio, Shockwave, scheduled"
"Eclipse Louisiana","M. D. Coverley",2003,"07/01/2015 - 13:01","audio, hypertext, responsive"
"Mechanical Bride","Ted Warnell",2001,"07/01/2015 - 13:01","HTML, IRC, e-poetry"
"Realization Randomatic 2000","Ted Warnell",2012,"07/01/2015 - 13:01","HTML, javascript, responsive"
"How I Heard It","David Knoebel",2002,"07/01/2015 - 13:01","Flash, audio, responsive, e-poetry"
"White Room","David Knoebel",2002,"07/01/2015 - 13:01","scheduled, Flash, responsive"
"Intersecting Lives","Joanna Sakellion",2002,"07/01/2015 - 13:01","relationship, Flash, responsive, hypertext"
"Sotto Voce","Zahra Safavian",2002,"11/08/2016 - 15:37","telecommunication, Flash, responsive, audio, T. S. Eliot, The Love Song of J. Alfred Prufrock"
Sky,"Mitchell Kimbrough",2002,"07/01/2015 - 13:01","Flash, audio, scheduled"
"Video Blog::Vog","Adrian Miles",2002,"07/01/2015 - 13:01","video, e-poetry, QuickTime, audio, interactive"
"ira, sarah","André Cutair",2002,"07/01/2015 - 13:01","video, desire, Flash, scheduled, kinetic"
"Hello Hell","Nathaniel Lew",2002,"07/01/2015 - 13:01","relationship, Flash, audio, kinetic"
Conversation,"Jason Nelson",2003,"07/01/2015 - 13:01","audio, e-poetry, Flash, responsive, kinetic"
"Nine: Puzzling through Several Lives","Jason Edward Lewis",2003,"06/05/2021 - 13:26","Flash, responsive, static"
"Letters Demand Things","Michael Madsen",2004,"07/01/2015 - 13:01","lettrist, Flash, static, audio, responsive"
"Inanimate Alice, Episode 3: Russia","Kate Pullinger, Chris Joseph",2006,"07/01/2015 - 13:01","video game, audio, Flash, static, responsive"
"Fallow Field","Dene Grigar",2004,"07/01/2015 - 13:01","Flash, HTML, hypertext, audio, responsive"
Anywhere,"Ingrid Ankerson, Steve Matanle",2000,"07/01/2015 - 13:01","Flash, static, scheduled, audio"
"On the Life of Man","Ingrid Ankerson",2000,"07/01/2015 - 13:01","Flash, kinetic, audio, scheduled"
Dissolution,"Zahra Safavian",2001,"07/01/2015 - 13:01","Flash, static, audio, responsive"
"Death Valley","June Hayes",2000,"07/01/2015 - 13:01","Flash, scheduled, audio, responsive"
Sinking,"Ingrid Ankerson",2000,"07/01/2015 - 13:01","Flash, scheduled, audio, swimming"
"Meditation on a Bar Stool","Natalie Zeriff",2000,"06/05/2021 - 15:56","e-poetry, video, Flash, audio, scheduled, kinetic"
Representatives,"Megan Sapnar",2001,"09/26/2017 - 12:52","telecommunication, Flash, audio, scheduled"
"The Garden of Proserpine","Laura McCabe",2001,"09/26/2017 - 12:52","e-poetry, Flash, responsive, scheduled"
"Winter City Sleeps","Adrianna De Barros",2001,"09/26/2017 - 12:51","Flash, audio, scheduled, kinetic, video, weather"
"After Persephone","Ingrid Ankerson",2001,"09/26/2017 - 12:51","Flash, children, audio, responsive"
"Murmuring Insects","Ingrid Ankerson",2001,"02/26/2018 - 13:10","terror, 9/11, audio, Flash, scheduled"
Diver,"Sarah Townsend, Laura McCabe",2001,"09/26/2017 - 12:50","kinetic, e-poetry, Flash, scheduled"
Genius,"Thomas Swiss",2001,"09/26/2017 - 12:49","Flash, scheduled, audio"
"Walking Together What Remains","Chris Green, Erik Natzke",2001,"09/26/2017 - 12:49","constraints, Flash, scheduled, static"
Mermaid,"W.B. Yeats, Alis Yung",2001,"09/26/2017 - 12:48","Flash, static, responsive, love"
"Four Poems","William Poundstone",2000,"09/26/2017 - 12:48","kinetic, Shockwave, scheduled, audio"
"White Poem","William Poundstone",2002,"09/26/2017 - 12:47","Flash, generative, scheduled"
"Spam Poem for Paul Graham","William Poundstone",2005,"09/26/2017 - 12:47","Flash, static, scheduled, spam"
"You Secure in Your Job?","William Poundstone",2007,"09/26/2017 - 12:46","QuickTime, scheduled, audio"
"Ann Coulter : Human Document","William Poundstone",2009,"09/26/2017 - 12:45","blog, static, e-poetry, Ann Coulter, visual poem, poetry"
"What I Believe","William Poundstone",2004,"09/26/2017 - 12:44","Flash, generative, responsive, audio"
"3 Proposals for Bottle Imps","William Poundstone",2003,"06/05/2021 - 13:44","Flash, audio, scheduled, e-poetry"
Moment,"Joe Keenan",2001,"11/28/2019 - 00:46","DHTML, javascript, responsive, generative, poetry, generative poetry, surprise, animation, color, scheduling, formatting, random, interactive"
Maud,"Sally Rodgers, Steve Jones",2011,"11/25/2019 - 00:56","video, audio, sharingplatform"
"Birds Still Warm from Flying","Jason Nelson",2010,"09/26/2017 - 12:42","cube, Flash, audio, responsive"
"a as in dog","Dan Waber",2007,"09/26/2017 - 12:41","concrete poetry, animated gif, javascript"
"Superstitious Appliances","Jason Nelson",2001,"09/26/2017 - 12:41","audio, body, Flash, responsive"
"Videograph Fictions or Graphoems","Jason Nelson",2010,"09/26/2017 - 12:40","audio, Flash, 1980s, childhood memories"
"A Tree with Managers and Jittery Boats","Jason Nelson",2010,"09/26/2017 - 12:40","Flash, video, e-poetry"
"The Battery Life of Meaning: Speech to Text Poetry","Jason Nelson",2005,"09/26/2017 - 12:40","e-poetry, HTML, speech"
Teleport,"David Jhave Johnston",2011,"09/26/2017 - 12:39","alien, Flash, responsive, poetic narrative"
Thoems,"David Jhave Johnston",2007,"09/26/2017 - 12:39","video, audio, Flash"
"Bathroom Sketches","David Jhave Johnston",2008,"09/26/2017 - 12:38","water, audio, scheduled, Flash"
"Sound Seeker","David Jhave Johnston",2008,"09/26/2017 - 12:38","audio, Flash, scheduled"
"Spam Heart","David Jhave Johnston",2010,"09/26/2017 - 12:38","spam, scheduled, generative"
"6 Weird Questions asked in a Wired Way","David Jhave Johnston",2011,"09/26/2017 - 12:37","audio, responsive, HTML, scheduled"
"Still Life","Eric LeMay",2011,"11/25/2019 - 00:45","Flash, responsive, scheduled"
"What They Speak When They Speak to Me","Jason Edward Lewis",2007,"11/08/2016 - 15:24","iOS touch, e-poetry, responsive, touch"
"Buzz Aldrin Doesn't Know Any Better","Jason Edward Lewis",2012,"10/26/2017 - 12:33","iOS touch, responsive, touch, haptic"
PROTOMIR,"Taras Mashtalir",2009,"10/26/2017 - 10:58","digital kinetic poetry, poetry, YouTube, sharingplatform"
"Бледное пламя (Pale Fire)","Vladimir Nabokov",1999,"09/26/2017 - 12:34","hypertext, paratext, poetry, commentary"
"Pale Fire A Poem in four Cantos by John Shade","Vladimir Nabokov",2011,"09/26/2017 - 12:33","poetry, hypertext, commentary, paratext"
"Pale Fire","Vladimir Nabokov",1962,"09/26/2017 - 12:32","hypertext, paratext, dictionary, hypertext novel, link, commentary"
"Two Solitudes","Carl Steadman",1994,"09/26/2017 - 12:31","email narrative, email, lovers, romance"
"Partially Buried University","Karen O'Rourke",2010,"09/26/2017 - 12:30","3D, art game, roof garden, earthwork, collapse"
"Paris Réseau/ Paris Network","Karen O'Rourke",2000,"09/26/2017 - 12:30","interactive narrative, mapping, art, collaborative art, bilingual, CD-ROM, maps, navigation, Paris"
Jig-Sound,"Jim Andrews",2007,"09/26/2017 - 12:28","Shockwave, audio, responsive"
"Enigma n2","Jim Andrews",2002,"09/26/2017 - 12:28","Shockwave, scheduled, audio"
Simplicity,"Duc Thuan",1998,"09/26/2017 - 12:27","animated gif, e-poetry, Flash, audio, responsive"
"Days of JavaMoon","Duc Thuan",2000,"09/26/2017 - 12:26","javascript, audio, responsive, gender"
MetaGenesis,"Duc Thuan",2000,"09/26/2017 - 12:26","javascript, audio, scheduled, bible"
"Chronicle of Deaths Forgotten","Duc Thuan",2002,"09/26/2017 - 12:25","Flash, audio, responsive, death"
,"Duc Thuan",2002,"09/26/2017 - 12:24","javascript, Flash, e-poetry, HTML"
I.M.PROMPT.U,"Duc Thuan",2007,"09/26/2017 - 12:23","Flash, audio, static, communism, propaganda"
"dimocopo - digital moving concrete poetry","Komninos Zervos",1995,"09/26/2017 - 12:22","animated gif, kinetic, e-poetry, relationship"
"Java Poems","Komninos Zervos",1995,"09/26/2017 - 12:21","Java, kinetic, scheduled"
"The Adventures of i","Komninos Zervos",1995,"09/26/2017 - 12:20","animated gif, kinetic, static"
"wide and wildly branded","Jason Nelson",2010,"09/26/2017 - 12:19","compass, digital poem, video, sound, mouse-over text, Flash"
"Flash Poems","Komninos Zervos",2008,"09/25/2017 - 15:49","Flash, kinetic, static, audio, opposites"
Discipline,"Ana María Uribe",2002,"09/25/2017 - 15:47","Flash, kinetic, e-poetry, audio"
"The Circus","Ana María Uribe",2001,"09/25/2017 - 15:46","Flash, kinetic, audio, e-poetry"
"Oppen Do Down","Jim Andrews",2001,"09/25/2017 - 15:45","audio, static, responsive, e-poetry, Shockwave"
"Radiant Copenhagen","Anders Bojen, Kristoffer Ørum",2009,"09/25/2017 - 15:43","map, collaborative, future, science fiction, speculative, narrative, spatial, geography"
"Viva Vaia","Augusto de Campos",1979,"07/01/2015 - 13:01",
"Não Poemas","Augusto de Campos",2003,"07/01/2015 - 13:01",
"Moods & Conjunctions","John Cayley",1993,"09/25/2017 - 15:38","procedural, collocational, constraints, sex, language"
"L’esprit humain","Jean-Pierre Balpe",1994,"07/01/2015 - 13:01","poetry generator"
Untitled,"Ivan Khimin",2009,"09/25/2017 - 15:32","asciiart, painting, remediation, St-Petersburg artists"
"Dressage #7","Tibor Papp, Claude Maillard",1990,"10/25/2018 - 14:42","appropriation, visual poetry, anthropophagic, digital poetry, alire, visual contexts, graphical pages, verbal pages, narrative, civil liberties"
"Грибница (Mycelium)","Ivan Khimin",2013,"09/25/2017 - 15:25",
"The IBM Poem","Emmett Williams",1966,"09/25/2017 - 15:22","computer poetry, alphabet, constraints, permutation"
Music,"Emmett Williams",1965,"09/25/2017 - 15:19","computer poetry, Dante, word frequency, Dante Alighieri, Divine Comedy"
"Netochka Nezvanova","Netochka Nezvanova",,"09/25/2017 - 15:17","virtual character, codework, code, private language"
Dictionary,"Roman Minaev",2004,"09/25/2017 - 15:15",net-art
"Bodyless Art","Roman Minaev",2001,"09/25/2017 - 15:14","net art"
"Diagrams Series 3","Jim Rosenberg",1979,"09/25/2017 - 15:13","text and image, diagrams, poetry, print"
"Tibor Papp performance","Tibor Papp",2007,"09/25/2017 - 15:10","sound poetry, voices, machine voice, reading"
ME,"Jim Rosenberg",2007,"09/25/2017 - 15:08","hypertext, diagrams"
"De l'amour","Xavier Malbreil",2007,"09/25/2017 - 15:06","text and image, inscription"
"Chyphertext Performance","Bjørn Magnhildøen",2007,"09/25/2017 - 15:05","code poetics, network protocols, performance"
"Peurs / Fears","Annie Abrahams",2007,"10/26/2017 - 10:58","contributory participation, voices, fear, performance, sharingplatform"
"Hommage a E.A. Vigo","Ladislao Pablo Györi",2007,"09/25/2017 - 15:01",3D
"Enquête Infolipo","Delphine Riss, Cécile Bucher",2007,"09/25/2017 - 15:47","survey, process, performance"
Poubelle,"Guiliano Tosin, Fabio Oliveira Nunes",2007,"09/25/2017 - 14:59","politics, audio, Flash, George W. Bush, Hugo Chavez, kinetic typography"
"nam shub web","Jörg Piringer",2007,"09/25/2017 - 14:58","web, alteration, website processor, textual intstrument, visual poetry"
"Poèmes cumulatifs, en coups d'oeil, avec autoportrait","Alexandre Gherban",2007,"09/25/2017 - 14:56","generation, deconstruction, accretion, accumulation, manipulation, audio, user input, poetry, self-portrait, Shockwave"
Merz-i,"Marc Veyrat",2007,"07/01/2015 - 13:01","Flash, animation, interactive, visual art, iconography"
"Astres / Stars","Susan Coolen, Childe Roland",2007,"06/19/2017 - 10:21","video, animation, voice, stars"
Recuil,"Patrick-Henri Burgaud",2007,"09/25/2017 - 14:53","poetry, HTML"
tegendraads,"Guido van der Wolk",2007,"09/25/2017 - 14:52","kinetic typography, marquée, poetry"
regen,"Guido van der Wolk",2007,"09/25/2017 - 14:51","kinetic typography, marquée, poetry"
"The Wave","Heather Raikes",2007,"09/25/2017 - 14:49","performance, hypertext, illuminated manuscript, myth, embodiment, video, sound, dance, Flash"
"Instant Memory","Patricia Rydzok, Pedro Vitorino Olivera",2007,"07/01/2015 - 13:01","flash fiction, interactive fiction, war, pollution, cloning"
"Petits Poèmes à Lecture Inconfortable","Philippe Bootz",2007,"09/25/2017 - 14:46",
Свобода,"Anna Tolkacheva",2011,"10/26/2017 - 10:59",sharingplatform
"Качели (Swing)","Anna Tolkacheva",2010,"09/25/2017 - 14:30",
Kaos,"Ursula Andkjær Olsen",2012,"10/26/2017 - 13:44","prose poem, chaos, box, slow, video, touch, haptic"
Newspoetry,"William Gillespie",1999,"09/25/2017 - 14:27","poetry, news, collaboration, network, writing community"
Stjernetime,"Merete Pryds Helle",2012,"11/10/2016 - 15:14","ipad, prose poem, teenager, identity, names, childhood, child, girl, metamorphosis, family, care, touch"
"Kvinden ved siden af","Svend Åge Madsen",2012,"10/26/2017 - 13:56","ipad, linear, multiple documents, soul, body, car accident, hospital, mortality, identity, science fiction, touch, haptic"
"Skriv rätt","Karl-Erik Tallmo",1992,"07/01/2015 - 13:01","dictionary, hypercard"
"Невидимые города (Invisible Cities)","Italo Calvino",2002,"09/25/2017 - 14:23","hyperfiction, translation, Italo Calvino, Invisible Cities, remediation"
"Кибер-Пушкин 1.0 бета (Cyber Pushkin 1.0 beta)","Sergey Teterin",2002,"10/26/2017 - 10:58","e-poetry generator, cyberculture, digital performance, sharingplatform"
ROMAN,"Roman Leibov",1995,"09/25/2017 - 13:51","collaborative hypertext"
"Сонетник (Sonetnik)","Dmitry Manin",,"09/25/2017 - 13:39","collective writing, ergodic/interactivity/participation, literary games hypertext"
"Буриме (Boutes rimes)","Dmitry Manin",1996,"09/25/2017 - 13:43","ergodic/interactivity/participation, literary game, collective writing, game, creative language"
"Сад расходящихся хокку (Garden of forking hokku)","Dmitry Manin, Roman Leibov",1997,"07/01/2015 - 13:01","collective writing, hokku, early Russian e-lit"
